Name,Latitude,Longitude,Parroquia,Tipus,Date,Marker,Link to the inventory,Explore,Level of protection,Link Picture,Image source,Id_culture,Property,Style,Historical Periods,Visitable,Visible online,Catalog code parròquia,Link TripAdvisor,Link Wikipedia,Link parròquia,Link VisitAndorra,Architect- Artist,Notes
Església de Sant Vicenç i jaciment del Roc d'Encla,42.495733,1.493781,Andorra la Vella,"church, habitat, necropolis, military buildings","2300-450 BC, 200-700 AC, 700–1300 AC, 1500-1600 AC",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=134,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/121.jpg,Patrimoni Cultural d'Andorra,134,Public,"Preromanico, Romanic","Bronze Age: 2.500 BC-650 BC, Iron Age: 650 BC  -  1 BC, Middle Ages: AD 500 a 1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century)",Yes,Visible,,https://www.tripadvisor.com/Attraction_Review-g2385390-d10417350-Reviews-Sant_Vicenc_d_Enclar-Santa_Coloma_Andorra_la_Vella_Parish.html,,http://turisme.andorralavella.ad/node/31/conjunt-sant-vicen%C3%A7-denclar,http://visitandorra.com/en/culture/church-of-sant-vicenc-d-enclar/,,
Romanesque mural paintings of Santa Coloma,42.494184,1.497567,Andorra la Vella,mural painting,1100-1150,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=140,https://www.google.com/maps/uv?hl=it&pb=!1s0x12a5f4e665cca84d%3A0xbe71eaede2cc7cf0!2m19!2m2!1i80!2i80!3m1!2i20!16m13!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!3m1!7e115!4s%2Fmaps%2Fplace%2Figlesia%2Bsanta%2Bcoloma%2Bandorra%2F%4042.4941391%2C1.4974504%2C3a%2C75y%2C58.91h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sMnKGTMYwb1kAAAQvOr6J4g*212e0*214m2*213m1*211s0x0%3A0xbe71eaede2cc7cf0!5siglesia%20santa%20coloma%20andorra%20-%20Cerca%20con%20Google&imagekey=!1e2!2s9mijDU7S_MsAAAQvOrsHEA&sa=X&ved=0ahUKEwjkrerohOLRAhUHCywKHfhRA94QoB8IkwEwDg,BIC Movable Heritage,http://www.cultura.ad/banc/img/Grans/129.jpg,Patrimoni Cultural d'Andorra,140,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,invisible,C07,,https://ca.wikipedia.org/wiki/Esgl%C3%A9sia_de_Santa_Coloma_(Andorra_la_Vella),http://turisme.andorralavella.ad/node/70/pintures-murals,,,
Roureda de la Margineda,42.490715,1.493512,Andorra la Vella,habitat,"2301-1300 BC, 400-700 AC, 1100-1400",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=144,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/180.jpg,Patrimoni Cultural d'Andorra,144,Private,,"Bronze Age: 2.500 BC-650 BC, Middle Ages: AD 500-1492 (6th to 15th century)",Yes,Visible,,https://www.tripadvisor.com/Attraction_Review-g190392-d11775270-Reviews-Balma_de_la_Margineda-Andorra_la_Vella_Andorra_la_Vella_Parish.html,,http://turisme.andorralavella.ad/node/31/roureda-margineda,http://visitandorra.com/en/culture/la-margineda-archaeological-site/,,
Cal Closca,42.506433,1.519005,Andorra la Vella,house,1700-1800,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=174,,BI,http://www.cultura.ad/banc/img/Grans/177.jpg,Patrimoni Cultural d'Andorra,174,Private,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,C16,,,,,,
Creu de Meritxell,42.557655,1.592103,Canillo,wayside cross,1990,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Creu_de_Meritxell.jpg,Patrimoni Cultural d'Andorra,,Public,Gothic,Actual: 1970  -  now,Yes,Visible,,,,,http://visitandorra.com/en/culture/cross-of-meritxell/,,The original cross can be found in the Comú de Canillo
Creu dels set braços,42.563817,1.594664,Canillo,wayside cross,1990,,,,No,http://visitandorra.com/var/andorra/storage/images/www.andorra.ad/llocs-i-serveis/creu-dels-7-bracos/270262-31-cat-ES/creu-dels-7-bracos_img_gallery_full_page.jpg,Andorra Turisme,,Public,Gothic,Actual: 1970  -  now,Yes,Visible,,https://www.tripadvisor.com/Attraction_Review-g2399816-d10670548-Reviews-Cruz_de_los_7_brazos-Prats_Canillo_Parish.html,,,http://visitandorra.com/en/culture/cross-of-the-7-arms/,,The original cross can be found in the Comú de Canillo
Església de Sant Jaume de Ransol,42.5809234,1.6389668,Canillo,church,"1962, 1963",measle_grey,,"https://www.google.nl/maps/place/Sant+Jaume+de+Ransol/@42.5809414,1.6389514,3a,75y,151h,90t/data=!3m8!1e1!3m6!1soj2XWHotBkIAAAQpqaW82g!2e0!3e2!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3Doj2XWHotBkIAAAQpqaW82g%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D151.60915%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m12!1m6!3m5!1s0x0:0xcdcff86a9352d455!2sSant+Jaume+de+Ransol!8m2!3d42.5809234!4d1.6389668!3m4!1s0x0:0xcdcff86a9352d455!8m2!3d42.5809234!4d1.6389668!6m1!1e1",No,http://www.canillo.ad/files/3179-4-db_visites_virtual_img/Esgl%C3%A9sia%20de%20Sant%20Jaume.jpg,Parròquia de Canillo,,Public,Religious popular architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,,https://www.tripadvisor.com/Attraction_Review-g1076514-d10447120-Reviews-Sant_Jaume_de_Ransol-Ransol_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Sant_Jaume_de_Ransol,http://en.vdc.ad/llistatdesglesies/SantJaumedeRansol.aspx,,,Rebuilt in the twentieth century.
Església de Sant Antoni de l'Aldosa,42.5789201,1.6293367,Canillo,chapel,1848,measle_grey,,,No,http://ca.vdc.ad/portals/0/ImatgesPerContingut/ESGLESIA-ALDOSA.png,Parròquia de Canillo,,Private,Religious popular architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,,,,http://en.vdc.ad/llistatdesglesies/SantAntonidelAldosa.aspx,,,
Molleres,42.551282,1.58994,Canillo,village,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Molleres.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,,Yes,Visible,ME-11,,,,,,
Mola de cal Tristet,42.554426,1.588776,Canillo,mill,1938,,,,No,,,,Public,vernacular architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,ME-1,,,,,,
Camí del gall,42.574662,1.625638,Canillo,way,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Camí_del_Gall.JPG,Patrimoni Cultural d'Andorra,,Public,,,Yes,Visible,,,,,,,
cal Castó,42.579735,1.643911,Canillo,house,1701,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Cal_Gastó.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century),No,Visible,,,,,,,
Vall d'Incles,42.598687,1.679627,Canillo,cultural landscape,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Vall_d'Incles.JPG,Patrimoni Cultural d'Andorra,,Public / private,,,Yes,Visible,,,,,,,
Cal Petit del Tarter (capella de Sant Peregrí),42.580448,1.648687,Canillo,house / church,1700 - 1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Cal_Petit_del_Tarter.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century),No,Visible,,,,,,,
Cal Call (capella de cal Call),42.559205,1.604501,Canillo,house / church,1875,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Cal_Call.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,PRA-3,,,,,,
Cal Llarg,42.55968,1.599354,Canillo,house,1800 - 2000,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Cal_Llarg.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,PRA-1,,,,,,
Bordes de Mereig,42.564155,1.583736,Canillo,farms group,1700 - 1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Bordes_de_Mereig.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century) - Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,"ME-3, ME-5, ME-6",,,,,,
Molí de Canillo,42.567221,1.598519,Canillo,mill,1700 - 1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Molí_de_Canillo.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century) - Late modern period: 1793  -  1970 (19th to 20th century aprox.),Yes,Visible,,,,,,,
Colomer de Mora,42.567214,1.595355,Canillo,dovecote,1658,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Colomer_de_Mora.jpg,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century),No,Visible,CA-4,,,,,,
Camí ral de Mertixell a Prats,42.557675,1.592161,Canillo,way,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Canillo/Camí_ral_de_Meritxell_a_Prats.JPG,Patrimoni Cultural d'Andorra,,Public,,Early modern period: 1492  -  1793 (16th to 18th century) - Late modern period: 1793  -  1970 (19th to 20th century aprox.),Yes,Visible,,,,,,,
Església de Sant Joan de Caselles,42.5708391,1.6078325,Canillo,church,1000 - 1100,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=19,"https://www.google.com/maps/place/Sant+Joan+de+Caselles/@42.5708355,1.6078211,3a,75y,76.67h,90t/data=!3m6!1e1!3m4!1ssY9VCZz3nUwAAAQXR3WA-g!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xdbcbf48a7e94f012!8m2!3d42.5708391!4d1.6078325!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/9.jpg,Patrimoni Cultural d'Andorra,19,Public,Romanic,Middle Ages: AD 500 a 1492 (6th to 15th century),Yes,Visible,MO-6,https://www.tripadvisor.com/Attraction_Review-g2385312-d2378792-Reviews-Sant_Joan_de_Caselles-Canillo_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Sant_Joan_de_Caselles,http://en.vdc.ad/llistatdesglesies/EsglesiaSantJoandeCaselles.aspx,,,
Església de Sant Serni de Canillo,42.567514,1.597446,Canillo,parish church,"1649, 1768",measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=31,"https://www.google.com/maps/place/Sant+Serni+de+Canillo/@42.5675322,1.5975191,3a,75y,219h,90t/data=!3m8!1e1!3m6!1s4Q1tNNzcI3AAAAQfCLLntA!2e0!3e2!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3D4Q1tNNzcI3AAAAQfCLLntA%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D219.37349%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m12!1m6!3m5!1s0x0:0xdbc14d36ed0b5ae6!2sCentre+de+Natura+de+la+Cortinada!8m2!3d42.5744005!4d1.5193809!3m4!1s0x0:0x57de5d37bbf656d3!8m2!3d42.5675142!4d1.5974459!6m1!1e1",BIC Monuments,http://www.cultura.ad/banc/img/Grans/19.jpg,Patrimoni Cultural d'Andorra,31,Public,Religious popupar architecture,Early modern period: 1492  -  1793 (16th to 18th century),Yes,Visible,MO-1,https://www.tripadvisor.ca/Attraction_Review-g2385312-d2379146-Reviews-Iglesia_de_San_Serni_de_Canillo-Canillo_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Sant_Serni_de_Canillo,http://en.vdc.ad/llistatdesglesies/SantSerni.aspx,,,
Església de Sant Bartomeu de Soldeu,42.576861,1.667574,Canillo,church,1600 - 1700,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=32,"https://www.google.nl/maps/uv?hl=it&pb=!1s0x12af62d7c001dca7:0x303cb3d664b6efe0!2m19!2m2!1i80!2i80!3m1!2i20!16m13!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!3m1!7e115!4s/maps/place/sant%2Bbartomeu%2Bde%2Bsoldeu%2Bandorra/@42.5768516,1.6676111,3a,75y,216.23h,90t/data%3D*213m4*211e1*213m2*211sz55JV9mfL3UAAAQfCLJwlw*212e0*214m2*213m1*211s0x0:0x303cb3d664b6efe0!5ssant+bartomeu+de+soldeu+andorra+-+Cerca+con+Google&imagekey=!1e2!2sz55JV9mfL3UAAAQfCLJwlw&sa=X&ved=0ahUKEwi3u8WB7-LRAhVD6CwKHRkXC1QQoB8IhAEwDg",BIC Monuments,http://www.cultura.ad/banc/img/Grans/20.jpg,Patrimoni Cultural d'Andorra,32,Public,Religious popular architecture,Early modern period: 1492  -  1793 (16th to 18th century),No,Visible,MO-2,https://www.tripadvisor.com/Attraction_Review-g190404-d10447291-Reviews-Iglesia_de_Sant_Bartomeu_de_Soldeu-Soldeu_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Sant_Bartomeu_de_Soldeu,http://en.vdc.ad/llistatdesglesies/SantBartomeudeSoldeu.aspx,,,
Església de Sant Pere del Tarter,42.5787184,1.6531756,Canillo,church,1527,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=33,"https://www.google.com/maps/@42.5787499,1.6531582,3a,75y,204.29h,90t/data=!3m6!1e1!3m4!1spBSayRHj_mMAAAQfCLLtNw!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/21.jpg,Patrimoni Cultural d'Andorra,33,Public,Religious popular architecture,Early modern period: 1492  -  1793 (16th to 18th century),No,Visible,MO-4,,https://ca.wikipedia.org/wiki/Sant_Pere_del_Tarter,http://en.vdc.ad/llistatdesglesies/SantPeredelTarter.aspx,,,
Església de la  Santa Creu,42.565826,1.59974,Canillo,church,1600 - 1700- 1800,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=34,"https://www.google.com/maps/place/Ermita+de+la+Santa+Creu+de+Canillo/@42.5658596,1.5997564,3a,75y,177h,90t/data=!3m8!1e1!3m6!1sqeylPKmdY5AAAAQfCLLsHQ!2e0!3e2!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DqeylPKmdY5AAAAQfCLLsHQ%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D177.5496%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m12!1m6!3m5!1s0x0:0x57de5d37bbf656d3!2sSant+Serni+de+Canillo!8m2!3d42.5675142!4d1.5974459!3m4!1s0x0:0x14880a0fac85fbcf!8m2!3d42.5651373!4d1.5988983!6m1!1e1",BIC Monuments,http://www.cultura.ad/banc/img/Grans/22.jpg,Patrimoni Cultural d'Andorra,34,Public,Religious popular architecture,Early modern period: 1492  -  1793 (16th to 18th century),,Visible,MO-7,https://www.tripadvisor.com/Attraction_Review-g2385312-d10670584-Reviews-Iglesia_de_la_Santa_Creu_de_Canillo-Canillo_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Santa_Creu_de_Canillo,http://en.vdc.ad/llistatdesglesies/CapelladelaSantaCreu.aspx,,,
Església Sant Miquel de Prats,42.560377,1.59396,Canillo,church,1100 - 1300,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=35,"https://www.google.com/maps/@42.5603541,1.5939031,3a,75y,74.11h,90t/data=!3m6!1e1!3m4!1scN9LrEWtt0sAAAQfCLLn4g!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/23.jpg,Patrimoni Cultural d'Andorra,35,Public,Romanic,Middle Ages: AD 500 a 1492 (6th to 15th century),No,Visible,MO-8,https://www.tripadvisor.com/Attraction_Review-g2399816-d10448271-Reviews-Esglesia_de_Sant_Miquel_de_Prats-Prats_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Sant_Miquel_de_Prats,http://en.vdc.ad/llistatdesglesies/SantMiqueldePrats.aspx,,,
Santuari vell de Meritxell,42.5552113,1.5907449,Canillo,sanctuary,1648,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=36,"https://www.google.com/maps/place/Esgl%C3%A8sia+rom%C3%A0nica+Santa+Maria+de+Meritxell+(restaurada)/@42.5551882,1.5907407,3a,75y,357h,90t/data=!3m8!1e1!3m6!1sooLMajzWh0sAAAQY8CriDg!2e0!3e2!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DooLMajzWh0sAAAQY8CriDg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D357.12213%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m5!3m4!1s0x0:0xb40682e5be71adca!8m2!3d42.5552113!4d1.5907449!6m1!1e1",BIC Monuments,http://www.cultura.ad/banc/img/Grans/24.jpg,Patrimoni Cultural d'Andorra,36,Public,Religious vernacular architecture,Early modern period: 1492  -  1793 (16th to 18th century),Yes,Visible,MO-5,,https://ca.wikipedia.org/wiki/Santuari_vell_de_Meritxell,,,,
Santuari nou de Meritxell,42.5545578,1.5908531,Canillo,sanctuary,1975,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=37,"https://www.google.com/maps/@42.5545911,1.5908148,3a,75y,90.78h,90t/data=!3m7!1e1!3m5!1sVCo5pi-u-5EAAAQY8Cl_ew!2e0!3e2!7i13312!8i6656?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/25.jpg,Patrimoni Cultural d'Andorra,37,Public,Contemporary architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),Yes,Visible,MO-9,https://www.tripadvisor.com/Attraction_Review-g1076511-d2379459-Reviews-Santuario_de_Meritxell-Meritxell_Canillo_Canillo_Parish.html,https://ca.wikipedia.org/wiki/Mare_de_D%C3%A9u_de_Meritxell,http://en.vdc.ad/llistatdesglesies/EsglesiaSantJoandeCaselles.aspx,,Ricard Bofill,
Escoles de Canillo,42.5679,1.597898,Canillo,school,1962-1965,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=79,,BI,http://www.cultura.ad/banc/img/Grans/68.jpg,Patrimoni Cultural d'Andorra,79,Public,Granite architecture,Late modern period: 1793  -  1970 (19th to 20th century aprox.),No,Visible,,,,,,Josep Canela,
Meners de Ransol,42.621338,1.606679,Canillo,mine,1600-1876,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=124,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/112.jpg,Patrimoni Cultural d'Andorra,124,Public,,Early modern period: 1492  -  1793 (16th to 18th century) - Late modern period: 1793  -  1970 (19th to 20th century aprox.),,Visible,"CA-033, CA-034",,,,,,
Gravats de la Roca de les Bruixes,42.5541576,1.596645239,Canillo,engravings,1800 BC - 700BC -  500 - 1400,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=125,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/113.jpg,Patrimoni Cultural d'Andorra,125,Public,,,,invisible,CA-500,,https://ca.wikipedia.org/wiki/Gravats_del_Roc_de_les_Bruixes,,,,
Església de Sant Miquel d'Engolasters,42.511462,1.560447,Escaldes-Engordany,church,"1100, 1300",measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=27,"https://www.google.com/maps/place/Esgl%C3%A9sia+de+Sant+Miquel+d'Engolasters/@42.5114532,1.5604742,3a,75y,106.33h,90t/data=!3m6!1e1!3m4!1s4916lOIClEkAAAQfCMfB-A!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x9088da6e592a5fbf!8m2!3d42.5114623!4d1.5604474!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/16.jpg,Patrimoni Cultural d'Andorra,27,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),Yes in summer,Visible,M.07,https://www.tripadvisor.com/Attraction_Review-g4067764-d2384947-Reviews-Esglesia_de_Sant_Miquel_d_Engolasters-Engolasters_Escaldes_Engordany_Parish.html,https://ca.wikipedia.org/wiki/Sant_Miquel_d%27Engolasters,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=74,http://visitandorra.com/en/culture/church-of-sant-miquel-d-engolasters/,,
Església de Sant Pere Màrtir,42.5089288,1.5415904,Escaldes-Engordany,parish church,1956-1981,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=73,"https://www.google.com/maps/place/Sant+Pere+M%C3%A0rtir/@42.5089434,1.5416278,3a,75y,257.55h,90t/data=!3m6!1e1!3m4!1s3ZRClLBWmhsAAAQfCQmfTg!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x3ebf1fcf14bfcc52!8m2!3d42.5089288!4d1.5415904!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/62.jpg,Patrimoni Cultural d'Andorra,73,Public,Granite Architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,M.04,https://www.tripadvisor.com/Attraction_Review-g190401-d10721667-Reviews-Iglesia_de_San_Pere_Martir-Escaldes_Engordany_Escaldes_Engordany_Parish.html,"https://en.wikipedia.org/wiki/Esgl%C3%A9sia_de_Sant_Pere_M%C3%A0rtir,_Escaldes-Engordany",http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=90,http://visitandorra.com/en/culture/church-of-sant-pere-martir/,,
Església de Sant Romà dels Vilars,42.51483,1.534734,Escaldes-Engordany,church,900-1000,measle_grey,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=74,"https://www.google.com/maps/@42.5148088,1.5347426,3a,75y,0.13h,90t/data=!3m6!1e1!3m4!1s5GbdKX_N3joAAAQfCUuR1A!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/63.jpg,Patrimoni Cultural d'Andorra,74,Public,Preromanico,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,M.02,https://www.tripadvisor.com/Attraction_Review-g190401-d10671123-Reviews-Iglesia_de_San_Roma_dels_Vilars-Escaldes_Engordany_Escaldes_Engordany_Parish.html,https://ca.wikipedia.org/wiki/Sant_Rom%C3%A0_dels_Vilars,,http://visitandorra.com/en/culture/church-of-sant-roma-dels-vilars/,,
Pont de la Tosca,42.5092587,1.5454882,Escaldes-Engordany,bridge,1820,measle_turquoise,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=75,,BIC Monuments,http://www.cultura.ad/banc/img/Grans/64.jpg,Patrimoni Cultural d'Andorra,75,Public,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,M.06,,https://en.wikipedia.org/wiki/Pont_de_la_Tosca,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=76,,,
Pont dels Escalls,42.513309,1.5348167,Escaldes-Engordany,bridge,Unknown,measle_turquoise,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=76,,BIC Monuments,http://www.cultura.ad/banc/img/Grans/65.jpg,Patrimoni Cultural d'Andorra,76,Public,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,M.03,,https://ca.wikipedia.org/wiki/Pont_dels_Escalls,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=84,,,
Pont d'Engordany,42.5091822,1.5426443,Escaldes-Engordany,bridge,1813,measle_turquoise,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=77,,BIC Monuments,http://www.cultura.ad/banc/img/Grans/66.jpg,Patrimoni Cultural d'Andorra,77,Public,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,M.05,,https://ca.wikipedia.org/wiki/Pont_d%27Engordany,,,,
Pont Pla,42.5173825,1.5262948,Escaldes-Engordany,bridge,1700-1800,measle_turquoise,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=78,,BIC Monuments,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Escaldes-Engordany/Pont_Pla.JPG,Patrimoni Cultural d'Andorra,78,Public,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Yes,Visible,M.01,,https://en.wikipedia.org/wiki/Pont_Pla,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=96,,,"Escaldes-Engordany, Andorra la Vella"
Casa Lacruz,42.508582,1.539802,Escaldes-Engordany,multi-family housing,1940,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=107,,BI,http://www.cultura.ad/banc/img/Grans/95.jpg,Patrimoni Cultural d'Andorra,107,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-11,https://www.tripadvisor.com/Attraction_Review-g190401-d10387861-Reviews-Casa_Lacruz-Escaldes_Engordany_Escaldes_Engordany_Parish.html,https://ca.wikipedia.org/wiki/Casa_Lacruz,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=20,,Josep Puig i Cadafalch,
Hotel Valira,42.50877,1.542099,Escaldes-Engordany,hotel,1933-1934,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=108,,BI,http://www.cultura.ad/banc/img/Grans/96.jpg,Patrimoni Cultural d'Andorra,108,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,CA.03-06,,https://ca.wikipedia.org/wiki/Hotel_Valira,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=32,,Celestí Gusi,
Hotel Carlemany,42.509346,1.544585,Escaldes-Engordany,hotel,1948-1953,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=109,,BI,http://www.cultura.ad/banc/img/Grans/97.jpg,Patrimoni Cultural d'Andorra,109,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,CA.03-04,,https://ca.wikipedia.org/wiki/Hotel_Carlemany,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=28,,,
Garatge i cinema Valira,42.508897,1.54099,Escaldes-Engordany,"cinema, garage",1932-1933,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=110,,BI,http://www.cultura.ad/banc/img/Grans/98.jpg,Patrimoni Cultural d'Andorra,110,Private,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,CA.03-09,https://www.tripadvisor.com/Attraction_Review-g190401-d2385114-Reviews-Centro_de_Arte_de_Escaldes_Engordany-Escaldes_Engordany_Escaldes_Engordany_Parish.html,https://ca.wikipedia.org/wiki/Centre_d%27Art_d%27Escaldes-Engordany,http://www.e-e.ad/images/stories/infoguia/guiacat-cast.pdf#page=24,http://visitandorra.com/en/culture/escaldes-engordany-centre-of-art/,Celestí Gusi,
